고유번호,프로젝트,지역,주소,시도,시군구,읍면동,지역2,지구,용도,대지면적,건축면적,연면적,건폐율,용적률,지상층수,지하층수,구조,내부마감,외부마감,설계개념
E-06208,세종컨벤션 센터,세종,세종 어진동 178-86,세종,어진동,어진동,,,업무시설,353575,144990.18,548506.48,41.01,115.82,4,1,"철골, 철골철근콘크리트, 철근콘크리트",,,"[건립이야기]  우리는 아주 작은 것에서 행복을 느낄 때가 많다. 기대하지 않았던 사람에게서 나오는 친절, 뜻밖의 사소한 배려, 일상에서 느끼는 쾌적하고 편리한 환경이 그러하다. 이곳은 행정과 문화시설로서 업무수행이 잘 이뤄지도록 돕는 곳이다. 규모나 시설에서 국민에게 거리감이 느껴질 수도 있지만, 그 안의 편의를 도모하는 작은 배려와 환경에서 국민이 행복한 공간이 될 수 있다. 자연 속에 들어앉아 있으면서 도시의 기능을 갖춘 세종시의 세종컨벤션 센터 이곳에 세종시의 풍경을 담았다.    [지리적 특성]  세종컨벤션 센터는 세종시의 중앙부인 행정중심타운 안에 자리하고 있다. 남쪽에는 과학기술의 거점인 대덕연구단지와 테크노밸리가 위치하고 북쪽에는 국민건강과 생명의 가치를 전하는 오송생명과학단지가 마련되어 있다. 또한, 중앙호수공원과 정부청사 사이에 위치해서 한쪽은 자연을, 또 다른 한쪽은 도시를 서로 마주보고 있다. 특히, 주변에는 공공청사, 문화시설과 상업시설, 주거시설 등이 조화를 이루고 있다.    [배치계획]  도시의 흐름을 반영하여 정부청사1단계, 국무총리실과 연계한 전시/연회시설+문화시설의 흐름에 따른 홍보시설을 계획하였다. 주 보행동선 및 탐방로에 맞춘 보행중심의 매스축을 설정하고 남향의 매스와 보행자 인지성 향상을 통해 상징성을 확보하였다. 또한, 자연지형의 단차를 이용하여 다양한 레벨에 따른 프로그램을 배치함으로써 이용자의 효율적인 동선을 계획하였다.      [디자인 개념]  우리가 목표로 한 디자인은 세종컨벤션 센터가 자연과 하나 되어 도시풍경을 완성하는 요소가 되는 것이었다. 이를 위해서 채움, 비움, 그리고 이음이라는 건축 방식을 끌어냈고 풍경의 요소로 세종마루, 세종풍경, 세종 누리라는 3가지 디자인 키워드로 계획하였다.    [에너지성능 향상계획 / 친환경성능 향상계획]  시공사와 설계사의 종합적 아이템 분석수행으로 단열향상을 통한 에너지요구량 절감과 고효율장비, 신재생에너지 적극 적용을 통한 단계별 에너지소요량 절감계획을 반영하였으며, 패시브 기법으로 에너지요구량을 최소화하고 고효율 시스템 적용 및 적극적인 신재생에너지 적용으로 에너지 소요량을 절감하였다.    자연이 주는 혜택에 감사하고 자연이 들려주는 소리에 귀 기울여 친환경 건축물 최우수 등급을 계획하였다. 옥상녹화, 우수 재활용 시스템, 빗물이 지하로 스며드는 투수성 포장 등을 적용하여 환경 친화적인 건물로 구현하였다. 또한, 신재생에너지를 적극 도입하고 에너지 절약을 위한 고효율 설비시스템을 통해 지속가능한 건축물을 추구하였다.    <글·사진 : 국가건축정책위원회>"
E-06214,관악구 도시보건지소,서울,서울 관악구 봉천동 968-58,서울,관악구,봉천동,,,업무시설,1556.4,250.43,706.61,16.09,45.4,0,0,철근콘크리트,,,"[사업 배경 및 목적]  관악구 북부지역은 공공기관 인프라 부족 및 서비스의 낮은 접근성, 취약계층의 재활보건, 영유아 어린이 건강체험관, 건강관리 등 보건의료 욕구 미충족, 지역별, 소득별 건강불평등 심화, 급속한 도시화로 인한 보건의료서비스 사각지대 발생의 사유 등으로 공공의료에 대한 필요성이 매년 늘어나고 있으며, 이에 따라 보건지소 건립을 추진하였지만 주민들의 접근이 쉽고 건물을 지을만한 예산 및 부지확보에 어려움이 있어 사업추진이 지연되었다.  이에 우리구에서는 다양한 대안을 검토하여 2013년 서울시 도시보건지소 공모에 응모하여 선정됨으로서, 지원되는 예산으로 보라매주민센터 내 자투리 공간을 효율적으로 활용한 ""세지붕 한가족 보건소 건립""을 추진하게 되었다."
E-06249,김포 운양동 주민자치센터,경기,경기 김포시 운양동  1326-1,경기,김포시,운양동,,,업무시설,1930,993.13,1662.7,51.45,56.96,2,1,주민센터 : 전통한식목조 / 자치센터 : 철근콘크리트구조,,,"주민을 위한 공간으로써 한옥의 ‘뜰’을 중심으로 한 주민센터를 계획한다. 전통한옥과 현대건축물을 연계시키는 매개공간으로써의 뜰은 전통마당의 비워진 공간이다. 마당을 통해서 주민과 주민이 만나고 전통과 현대가 조화되는 주민의 열린 커뮤니티의 장소를 제안한다.    통  윗마을과 아랫마을을 이어주는 소통의 주민센터.  길과 마당을 이어 공공에 열린장소 만들기.  주민과 주민이 만나는 커뮤니티 공간.    경  모담산을 끌어들이는 차경의 공간.  전통건축과 전통조경이 어우러진 한옥의 정서적 공간 조성.  전통과 풍경, 감성을 담는 주민센터    해  현대건축과 전통한옥의 공간적 화합/형태적조화.  전통건축의 주요 개념인 흐름의 ‘관계적 공간’구성.  닫힘과 트임의 전통건축의 켜의 공간구성."
E-06256,안양 호계복합청사,경기,경기 안양시 동안구 호계동  764-5,경기,안양시,호계동,,,업무시설,4962.6,1952.01,9376.56,39.3344,105.9705,4,2,철근콘크리트구조,,"THK24 복층유리, 석재마감, 티타늄아연판","기존의 노후화 된 주민자치센터와 민방위 훈련장을 하나의 건물로 통합하는 복합 기능의 공공청사이다.      주요 프로그램으로 민원 업무를 수행하는 민원실 외에도 청소년 관련 시설, 보육시설, 스포츠 관련시설, 주민 자치 프로그램 시설 및 민방위 시설이 도입되어 주민들을 위한 다양한 공공 복지 시설을 제공한다.      시민들이 충분히 활용하고 즐길 수 있도록 최적의 시설 계획과 친환경적인 공간 계획으로 어울림의 청사를 계획하였다.      또한, 도시 공간에서 상징성을 확보하여 지역 사회의 하나의 랜드마크로서 역할을 담당하고자 하였다.      주기능인 민원 시설과 함께 커뮤니티 공간으로 이용할 수 있는 다양한 프로그램을 합리적으로 계획하였다.    또한, 도시에 대응하는 정면성 및 복합 시설들이 가지는 다양성, 시민들의 이용을 위한 접근성 등을 고려하여 계획하였다. 세대와 세대, 공간과 공간, 동선의 흐름들이 각 이용자들을 자연스럽게 연계하는 공간 구성을 하였고, 이용자간의 공간들이 엮이고 어우러지는 매스 계획으로 도시와 시민, 자연과 다양한 문화 활동이 조화되고 어우러지는 새로운 지역 커뮤니티 공간이 될 것이다."
E-06340,광주시청사 및 행정타운,경기,경기 광주시 송정동 570,경기,광주시,송정동,,,업무시설,78118,6971.36,27352.44,8.92,26.52,10,1,철근콘크리트구조,,,"시청이라는 고정적 프로그램을 뛰어넘어 문화공간으로서 대지가 갖는 본질을 이해하고 랜드스케이프의 일부로써 건물을 조화시키고자 하였다. 건물은 3개 층이 자연적으로 생성된 경사진 레벨의 땅과 만나며 직원 및 지역주민에게 자연과 건축이 하나되는 풍경을 제공한다. 이곳은 사계절의 다양한 풍경을 담아내는 도시의 열린 공간이 될 것이다.     가마터를 품은 대지내 언덕을 옥외데크를 거쳐 건물 내부까지 깊숙이 끌어들임으로써 문화적인 포디움을 형성하였다. 다음으로 상층부 본청사매스는 저층부에서 띄워 후면의 자연흐름이 필로티 하부를 통해 도시로 소통하도록 하였으며, 매스의 하부를 유려한 곡선으로 마무리하여 도자기의 아름다운 선을 형상화하고 후면 산세의 흐름과 조화를 이루도록 하였다. 마지막으로 의회청사는 본청사와 저층부에서 뻗어나와 시민에게 다가서는 배치를 기본으로 내부에 본회의장을 커다란 달항아리로 형상화하여 지역의 랜드마크로써 아이덴티티를 부여하였다.    ■ 녹색건축인증(친환경건축물인증)  ○ 인증기관 : 한국에너지기술연구원  ○ 인증일자 : 2009.05.25  ○ 유효기간 : 2009.05.25~2014.05.24  ○ 인증번호 : A-OFC-E-2009-28-G  ○ 인증등급 : 우수"
E-06364,한국전력공사 여주지점 사옥,경기,경기 여주시 홍문동 275,경기,여주시,홍문동,,,업무시설,2388.8,1213.5,4773.16,50.8,115.95,0,0,철근콘크리트구조,,,"서측 35m도로에서 진입과 정면성을 고려하였고 주요실들을 남향 배치하여 쾌적한 사무실 환경을 계획하였다. 접근성과 원활한 교통체계 수립을 위해 Zoning에 의한 동선을 분리·연계시키고 이에 따라 어우러지는 다양한 외부공간을 구성하였다.   디자인 요소의 일관성을 유지하여 건물 전체의 통일성과 심플함을 부여하고 모듈에 의한 수직/수평 패턴의 반복으로 정연한 이미지를 구현하고자 하였다.   서측전경 : 실들의 매스감과 조형감이 화강석, 알루미늄 쉬트와 유리 등 다른 재료의 배색으로 드러난다. 수직/수평의 매스가 모이는 노드점에 주출입구를 배치하여 정면성 및 입구성을 강조하였다."
E-06457,대한주택공사 본사사옥,경기,경기 성남시 분당구 구미동 175,경기,성남시,구미동,,,업무시설,37997.6,12089.39,72010.97,31.82,115.77,0,0,철근콘크리트구조,,,
E-06524,다음스페이스 닷 투,제주,제주 제주시 영평동 2184,제주,제주시,영평동,,,업무시설,14107.7,5332.33,9377.98,37.8,51.03,0,0,철근콘크리트구조,,,
E-06527,제주 베이힐 풀앤빌라,제주,제주 서귀포시 하예동 1888,제주,서귀포시,하예동,,,숙박시설,9989,1996.58,4989.62,19.99,35.49,0,0,,,,
E-06596,한국수력원자력(주) 본사사옥,경북,경북 경주시 양북면 장항리 283,경북,경주시,장항리,,,업무시설,157142,19605,72599,,,12,1,"철골,철근콘크리트구조",,,"[ 회사 소개 ]  ○ 한국수력원자력㈜은 한국전력의 민영화를 골자로 한 전력산업 구조개편에 따라 2001년 4월 2일 한국전력으로부터 분리 된 후 2016년 올해 창립 15주년을 맞이했다.  ○ 회사 설립당시 한수원은 임직원수 6,150명, 자산 18조원 규모였으며 원자력발전, 수력 및 양수발전을 통해 국가 소요전력량의 약 30%를 생산함으로써 국가기반산업의 주도적인 역할을 충실히 수행해왔다.  ○ 현재는 임직원수 11,000명, 자산규모 50조원은 물론 원자력의 기술자립을 통해 UAE에 약 400억달러 규모의 원전을 수출하는 등 질적, 양적으로 눈부신 성장을 일궈왔다.      [ 사업배경 및 목적 ] 방폐장 부지선정 및 한수원 본사 이전  ○ 원자력발전소 운영과정에서 발생하는 방사성폐기물을 처분할 수 있는 시설(일명 ‘방폐장’) 확보는 국책사업이자 국가와 회사의 오랜 숙원사업이었다.  ○ 방폐장 부지확보는 원자력에 대한 두려움으로 인해 수많은 반대에 부딪혀 19년 동안 표류하다가 2005년 3월에 「방폐장 유치지역지원에 관한 특별법」이 제정된 이후 2005년 11월, 방폐장 유치를 희망한 경주, 군산, 영덕, 포항 등 4개  시·군에서 동시 주민투표를 통해 찬성률 89.5%로 경주시가 최종 후보부지로 선정되었습니다.  ○한수원의 본사이전은 방폐장 특별법의 「원자력발전사업자의 본사이전」조항에 따라 방폐장을 유치한 경주시로 본사를 이전하게 되었으며,  ○한수원 본사이전의 의의와 목적은 정부와 회사가 국민들과의 약속을 지킴으로써 국가의 원자력사업에 대한 대국민 신뢰를 구축하고 국가 기반산업을 안정적으로 추진하는 것은 물론, 정부의 공공기관 지방이전 정책에 적극 부응하여 지역과 함께하는 기업으로써 지역경제 활성화에 기여하고 지역상생을 구현하고자 하였습니다.      [사업의 특성]    ○ 한수원 본사사옥 건립사업은 19년간 표류했던 방폐장 부지선정이라는 국가국책사업의 일환으로 추진된 사업입니다.  ○ 또한 한수원 본사이전은 정부의 공공기관 지방이전 정책에 따라 혁신도시로 이전하는 공공기관과는 달리 방폐장 특별법에 따라 개별 이전함으로써 본사 건립에 필요한 위치 결정, 토지매수, 도시계획변경, 부지개발, 문화재조사는 물론 진입도로건설, 상수도, 하수처리시설 등 기반시설을 직접 추진해야 하는 어려움을 겪었고, 이로 인해 사업기간이 10년 이상 장기화 되었습니다.  ○ 한수원 신사옥은 문화와 역사의 숨결이 살아있고 토함산, 대종천과 연계된 풍부한 생태와 문화환경의 중심인 부지에 도시와 자연을 감싸 안은 듯 배치하였으며, 한수원을 상징하는 본관타워를 전면배치하고 본관동을 중심으로 후생시설, 옥내·외 체육시설, 시민과 지역사회를 위한 다채로운 외부공간으로 구성하였습니다.  ○ 지하1층, 지상12층, 연면적 7만2천 제곱미터 규모의 신사옥은 BIM(Building Information Management) 설계를 통해 경주의 새로운 랜드마크로 자리매김하였으며 지역사회와 함께 성장하는 기업의 역할을 다하고자 하였습니다.  ○ 또한 지리적 풍수를 고려하여 대지를 감싸는 강(우품천, 탑정천)의 흐름이 모이는 위치에 인공연못을 설치하였으며, 지열 및 태양광, 태양열, 광덕트 등 신재생에너지시스템을 도입함으로써 1차 에너지사용량을 획기적으로 절감하였고, 다양한 핵심 친환경기술을 적용함으로써 자연친화적 에너지절약 기업의 이미지를 구현하고 명실상부 대한민국 최고의 에너지저소비형 건축  물을 구축하고자 노력하였습니다."
E-06601,대구은행 제2본점,대구,대구 북구 칠성동2가 2-4,대구,북구,북구 칠성동,,,업무시설,9638.9,3637.12,37055.34,37.73,167.24,10,3,"철근콘크리트, 철골철근콘크리트",,,"본 프로젝트는 1967년에 설립된 최초의 지방은행인 대구은행의 두 번째 본점으로, 업무공간이라는 기능적 요구와 함께 한 기업의 가치와 철학, 역사와 비전이 담겨져 있다. 대구은행은 오래 전부터 ‘지속가능 경영’을 모토로 지역 환경 보전과 친환경 관련 사업에 적극 앞장서 왔다.    대구은행 제2본점은 기존 본점의 부족한 업무공간을 확충한다는 기본적인 요구의 만족은 물론 ‘지속가능’이라는 기업 가치를 실현하기 위해 초기 계획 단계부터 환경을 보호하고 에너지를 보존할 수 있는 세계적인 수준의 녹색 건축물을 만들어내자는 뚜렷한 목표를 품고 기획되었다.    초기 설계단계부터 보편적인 친환경 요소기술들의 무조건적인 적용이 아닌 모든 프로젝트 관계자들이 친환경 설계 요소의 요구과 기능, 그리고 성능에 대해 논의하고 그 결과에 따라 디자인을 발전시켜나가는 통합디자인프로세스(integrated design process)로 설계가 진행되었으며, 설계도면에 담긴 수많은 친환경 요소들을 계획 의도대로 구현함을 목표로 전체 시공 과정  동안 철저한 관리를 통해 완성된 녹색 건축물을 제공하는 통합 프로젝트 납품(integrated project delivery)이 완성되었다. 이러한 친환경 개념들은 운영 단계에 이르러서까지 지속적으로 유지되고 있으며 또한 앞으로도 유지될 것이다.    대구은행 제2본점은 기획, 설계, 시공, 운영 등 건축물의 전 과정에서 친환경 개념이 일관되게 흐르고 있는 혁신적인 녹색 건축물이다.    <글·사진 : 국가건축정책위원회>"
